,Runtime,IMDB_Rating,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
16,124,8.7,"Star Wars: Episode V - The Empire Strikes Back - After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",191,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,105,7.7,"Shine - Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",444,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,89,8.5,Hotaru no haka - A young boy and his little sister struggle to survive in Japan during World War II.,192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
604,134,7.8,"Captain Phillips - The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",372,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,124,7.8,"Forushande - While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,103,8.0,The Perks of Being a Wallflower - An introvert freshman is taken under the wings of two seniors who welcome him to the real world,464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,138,8.2,"Uri: The Surgical Strike - Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,145,8.1,"Paris, Texas - Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,96,8.0,Sweet Smell of Success - Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
819,85,7.7,The Muppet Christmas Carol - The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,62,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,108,8.3,"Eternal Sunshine of the Spotless Mind - When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
468,100,7.9,"I, Daniel Blake - After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,112,7.8,"Boyz n the Hood - Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",247,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,110,7.7,Gilda - A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,76,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
513,109,7.9,"Children of Men - In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
987,121,7.6,"Midnight Express - Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,122,8.1,"Portrait de la jeune fille en feu - On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
843,100,7.7,"Rupan sansei: Kariosutoro no shiro - A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",179,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
573,106,7.8,"Dunkirk - Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",83,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332,137,8.0,"Kaguyahime no monogatari - Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",192,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,100,8.1,"Finding Nemo - After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",30,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,116,8.4,Witness for the Prosecution - A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766,123,7.7,The Last King of Scotland - Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,278,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
657,127,7.8,"Ed Wood - Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",495,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,88,8.5,"The Lion King - Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",428,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,153,8.6,"Soorarai Pottru - Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,100,8.1,"Soul - After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",380,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,111,7.6,"The Florida Project - Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,196,8.1,Kis Uykusu - A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,104,7.7,The French Connection - A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,525,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,132,8.3,Miracle in cell NO.7 - A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,95,8.1,El ángel exterminador - The guests at an upper-class dinner party find themselves unable to leave.,296,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,118,8.2,"Pan's Labyrinth - In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
795,116,7.7,Ocean's Eleven - Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,110,8.4,Sunset Blvd. - A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,160,8.3,Drishyam - A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,222,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
820,202,7.7,"Malcolm X - Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",459,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,134,8.2,"Udaan - Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,143,7.8,"The Day of the Jackal - A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",145,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,170,8.1,"Underground - A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",123,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
665,76,7.8,Batman: Mask of the Phantasm - Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,276,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,121,8.0,Guardians of the Galaxy - A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,205,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,101,7.7,"This Is England - A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",451,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,89,7.6,"The Station Agent - When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",502,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,104,7.6,The Visitor - A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,155,8.5,Gladiator - A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,411,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,101,7.8,"Todo sobre mi madre - Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,94,7.6,"Kari-gurashi no Arietti - The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",185,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,119,8.3,"1917 - April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
230,98,8.1,"How to Train Your Dragon - A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",109,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,110,7.9,In the Heat of the Night - A black police detective is asked to investigate a murder in a racially hostile southern town.,361,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
721,104,7.7,"God's Own Country - Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
968,113,7.6,Falling Down - An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,232,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,119,7.7,"Birdman or (The Unexpected Virtue of Ignorance) - A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,238,8.1,Gone with the Wind - A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,514,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
392,136,8.0,"Secrets & Lies - Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,100,7.6,"50/50 - Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",254,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451,97,8.0,"Out of the Past - A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",199,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,122,7.8,Auf der anderen Seite - A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,85,7.9,"High Noon - A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
483,127,7.9,"Amour - Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,162,8.2,"Ran - In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
197,130,8.1,"Koe no katachi - A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",347,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
701,108,7.8,Guess Who's Coming to Dinner - A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,462,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,97,7.7,A Little Princess - A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,20,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
449,106,8.0,Kind Hearts and Coronets - A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,419,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,143,8.0,"Blood Diamond - A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,160,8.1,"Haider - A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",518,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,321,8.2,"Gangs of Wasseypur - A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",40,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,130,7.7,Serpico - An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,456,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,130,8.1,Rebecca - A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
48,165,8.5,Once Upon a Time in the West - A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,144,8.0,"Casino Royale - After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
864,101,7.7,"Peeping Tom - A young man murders women, using a movie camera to film their dying expressions of terror.",332,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
96,104,8.3,"Snatch - Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",175,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,100,7.8,The Innocents - A young governess for two children becomes convinced that the house and grounds are haunted.,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241,111,8.1,"Kill Bill: Vol. 1 - After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",391,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,118,8.6,"The Silence of the Lambs - A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",253,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,122,8.1,No Country for Old Men - Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,127,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,92,8.0,"The Night of the Hunter - A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",75,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
884,97,7.6,The Peanut Butter Falcon - Zak runs away from his care home to make his dream of becoming a wrestler come true.,512,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,88,7.7,Airplane! - A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,149,8.4,Avengers: Infinity War - The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,161,8.8,"Il buono, il brutto, il cattivo - A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.",449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,107,7.7,"Spoorloos - Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
971,118,7.6,Omohide poro poro - A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,169,8.6,Interstellar - A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
668,98,7.8,"La double vie de Véronique - Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",283,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
637,123,7.8,"The Notebook - A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,129,8.2,"Raging Bull - The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,150,8.5,The Pianist - A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,431,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
756,101,7.7,"Gake no ue no Ponyo - A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",179,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,101,7.9,"Isle of Dogs - Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",524,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,95,8.1,Pink Floyd: The Wall - A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,12,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
349,119,8.0,Darbareye Elly - The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
734,180,7.7,"La vie d'Adèle - Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,113,8.4,Memento - A man with short-term memory loss attempts to track down his wife's murderer.,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
759,141,7.7,Changeling - Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,84,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,92,8.1,"Monsters, Inc. - In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",380,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,81,7.7,"South Park: Bigger, Longer & Uncut - When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",510,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,144,8.0,"The Martian - An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",411,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
985,112,7.6,"Escape from Alcatraz - Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",115,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,81,8.0,"Pâfekuto burû - A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",443,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
958,108,7.6,"Funny Games - Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,110,8.1,Le notti di Cabiria - A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,115,7.7,"Miller's Crossing - Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
782,146,7.7,"Man on Fire - In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",508,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,105,7.7,In America - A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,156,8.2,"K.G.F: Chapter 1 - In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",389,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,147,7.8,Captain America: Civil War - Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,142,7.9,"Harry Potter and the Prisoner of Azkaban - Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
346,118,8.0,"The King's Speech - The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",501,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,118,8.2,"Du rififi chez les hommes - Four men plan a technically perfect crime, but the human element intervenes...",265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
355,108,8.0,"Black Swan - A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
755,146,7.7,"Harry Potter and the Deathly Hallows: Part 1 - As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",107,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
438,95,8.0,"Touch of Evil - A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",368,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
679,103,7.8,"Ferris Bueller's Day Off - A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,107,7.7,Wind River - A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,481,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
622,157,7.8,"American Gangster - An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",411,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,146,8.2,Queen - A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,515,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,107,7.9,"Hannah and Her Sisters - Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",532,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,113,8.0,"Togo - The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",125,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,100,7.7,"The Hangover - Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,158,7.8,"The Girl with the Dragon Tattoo - Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
453,88,8.0,Laura - A police detective falls in love with the woman whose murder he is investigating.,369,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
