,Released_Year,Runtime,IMDB_Rating,No_of_Votes,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
227,2008,130,8.1,48582,Okuribito - A newly unemployed cellist takes a job preparing the dead for funerals.,542,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720,2018,135,7.7,140375,Roma - A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2008,152,9.0,2303232,"The Dark Knight - When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",83,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1953,120,8.0,51046,"Stalag 17 - When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
548,1962,126,7.9,71122,The Manchurian Candidate - A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,1977,121,8.6,1231473,"Star Wars - Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",158,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
498,2012,127,7.9,580708,"Life of Pi - A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",33,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,1940,129,8.0,85559,"The Grapes of Wrath - A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",237,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2003,201,8.9,1642758,The Lord of the Rings: The Return of the King - Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,383,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1962,106,7.7,26457,Cape Fear - A lawyer's family is stalked by a man he once helped put in jail.,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
805,1999,113,7.7,312542,Being John Malkovich - A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,458,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281,1975,185,8.1,149843,Barry Lyndon - An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,463,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1946,130,8.6,405801,It's a Wonderful Life - An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,140,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
421,1971,118,8.0,42456,"The Last Picture Show - In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
844,1978,91,7.7,233106,"Halloween - Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
627,2007,121,7.8,463466,Hot Fuzz - A skilled London police officer is transferred to a small town with a dark secret.,119,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,2004,210,8.2,83005,"Swades: We, the People - A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.",43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1989,95,7.6,195663,"When Harry Met Sally... - Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",413,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519,1994,102,7.9,31590,Once Were Warriors - A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,287,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,2005,124,7.6,206294,"Match Point - At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
940,2004,106,7.6,198677,Finding Neverland - The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,304,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2017,94,7.8,50778,"Loving Vincent - In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",116,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1995,101,8.1,272291,"Before Sunrise - A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297,1960,89,8.1,26697,"Jungfrukällan - An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.",190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,1997,129,7.8,345096,"The Game - After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502,2008,126,7.9,939644,"Iron Man - After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,2016,101,7.9,111483,Hunt for the Wilderpeople - A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,476,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,1956,119,7.9,80316,The Searchers - An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,237,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
895,2014,140,7.6,49397,"Leviafan - In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2001,178,8.8,1661481,The Lord of the Rings: The Fellowship of the Ring - A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,383,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,1976,135,7.8,65659,The Outlaw Josey Wales - Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1993,195,8.9,1213505,"Schindler's List - In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",470,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,2012,125,8.1,51739,OMG: Oh My God! - A shopkeeper takes God to court when his shop is destroyed by an earthquake.,513,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660,1993,101,7.8,78963,"The Sandlot - In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",105,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2002,101,8.0,117857,"Mou gaan dou - A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2012,94,7.8,318789,"Moonrise Kingdom - A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",524,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
833,1986,130,7.7,102031,Der Name der Rose - An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,216,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,1977,93,8.0,251823,Annie Hall - Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
291,1966,121,8.1,53089,"La battaglia di Algeri - In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
988,1977,138,7.6,184966,"Close Encounters of the Third Kind - Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1960,109,8.5,604211,"Psycho - A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
686,1983,193,7.8,56235,"The Right Stuff - The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",386,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2013,161,7.8,601408,"The Hobbit: The Desolation of Smaug - The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",383,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
727,2014,86,7.7,157498,"What We Do in the Shadows - Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",223,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
448,1950,94,8.0,26784,"In a Lonely Place - A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",353,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,1931,87,8.5,167839,"City Lights - With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
308,1949,114,8.1,29807,White Heat - A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,398,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,1937,113,8.1,33829,"La Grande Illusion - During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
488,2009,112,7.9,638202,District 9 - Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
591,2012,126,7.8,39710,"Vicky Donor - A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
742,2011,98,7.7,77071,Detachment - A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1996,135,8.0,86838,"Sling Blade - Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,2001,152,7.6,658185,"Harry Potter and the Sorcerer's Stone - An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",78,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
501,2004,97,7.9,57430,Les choristes - The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,80,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,1958,128,8.3,364368,Vertigo - A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
994,1964,87,7.6,40351,"A Hard Day's Night - Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance.",407,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
394,1995,83,8.0,129231,Kôkaku Kidôtai - A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,302,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,1990,103,7.6,488817,Home Alone - An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,78,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
653,1997,103,7.8,27712,"Hana-bi - Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",477,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
527,1987,119,7.9,281842,"The Untouchables - During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
639,2002,109,7.8,42673,"Lilja 4-ever - Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",297,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,139,8.3,71875,"Andhadhun - A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",460,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,1988,132,8.2,793164,Die Hard - An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
828,1988,104,7.7,182009,Who Framed Roger Rabbit - A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,426,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1995,127,8.6,1445096,"Se7en - Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
785,2002,114,7.7,25938,The Magdalene Sisters - Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,2013,132,7.7,463188,"Star Trek Into Darkness - After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,2001,115,7.9,42897,"Cowboy Bebop: Tengoku no tobira - A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",453,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,2010,120,7.7,624982,"The Social Network - As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,1993,132,7.8,34635,"Naked - Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,1974,113,7.8,98611,"The Conversation - A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
491,2014,165,7.9,335533,"Boyhood - The life of Mason, from early childhood to his arrival at college.",408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,2016,184,7.8,40416,M.S. Dhoni: The Untold Story - The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,349,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
736,2012,111,7.7,39379,"The Broken Circle Breakdown - Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",134,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
252,1998,117,8.1,732620,"The Big Lebowski - Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",231,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
552,1956,220,7.9,63560,"The Ten Commandments - Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,2018,118,7.6,250057,Incredibles 2 - The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,2006,145,7.7,72643,"Zwartboek - In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
131,2018,130,8.2,377884,Green Book - A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,382,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,1969,113,7.8,101124,"Midnight Cowboy - A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2006,101,7.8,439856,Little Miss Sunshine - A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,1960,90,7.8,73251,"À bout de souffle - A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",217,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1935,96,7.9,30580,A Night at the Opera - A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,441,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
125,1931,117,8.3,143434,"M - Eine Stadt sucht einen Mörder - When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9,1999,139,8.8,1854740,"Fight Club - An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.",100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1964,95,8.4,450474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb - An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1998,80,7.7,37424,"Le dîner de cons - A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,1969,145,7.9,77401,"The Wild Bunch - An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",439,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,2019,209,7.9,324720,"The Irishman - An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",313,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,2018,136,7.6,334312,A Star Is Born - A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,59,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
587,2014,119,7.8,51841,Pride - U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,321,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2017,125,8.4,34112,"Ayla: The Daughter of War - In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",68,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,1998,110,8.0,36419,"Central do Brasil - An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1990,107,7.8,184740,"Misery - After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,2010,165,8.0,98575,My Name Is Khan - An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2008,114,7.9,205609,"Låt den rätte komma in - Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",504,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,1933,100,7.9,78991,King Kong - A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,327,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
893,2015,121,7.6,371291,Sicario - An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,110,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1998,103,8.1,939631,The Truman Show - An insurance salesman discovers his whole life is actually a reality TV show.,385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,1954,108,8.0,58314,"La Strada - A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1982,93,7.7,226541,First Blood - A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1995,178,8.2,466276,"Casino - A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,2003,138,7.9,419420,Mystic River - The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,1993,171,8.1,25088,Ba wang bie ji - Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,268,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
51,1936,87,8.5,217881,Modern Times - The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,74,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1984,160,8.3,369007,"Amadeus - The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",342,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,2019,181,8.4,809955,"Avengers: Endgame - After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,1997,119,7.7,64082,"Abre los ojos - A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
847,1974,104,7.7,26729,"The Taking of Pelham One Two Three - In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,2013,109,7.9,141457,Before Midnight - We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,2013,131,7.8,108399,La migliore offerta - A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,167,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
935,2003,93,7.6,67360,"Jeux d'enfants - As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",534,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
499,2009,87,7.9,199696,Fantastic Mr. Fox - An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,524,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1961,110,8.2,111244,Yôjinbô - A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
997,1953,118,7.6,43374,"From Here to Eternity - In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
466,2019,137,7.9,246644,Marriage Story - Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,360,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711,1944,100,7.8,31053,"To Have and Have Not - During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",187,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
749,2011,131,7.7,645512,"X: First Class - In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
